game,gameLabel,releaseDate,platformLabel,periodLabel
http://www.wikidata.org/entity/Q1318106,Pro Evolution Soccer 2011,2010-10-20,Android,2011
http://www.wikidata.org/entity/Q1318106,Pro Evolution Soccer 2011,2010-10-20,Microsoft Windows,2011
http://www.wikidata.org/entity/Q1318106,Pro Evolution Soccer 2011,2010-10-20,Wii,2011
http://www.wikidata.org/entity/Q1318106,Pro Evolution Soccer 2011,2010-10-20,PlayStation 2,2011
http://www.wikidata.org/entity/Q1318106,Pro Evolution Soccer 2011,2010-10-20,PlayStation 3,2011
http://www.wikidata.org/entity/Q1318106,Pro Evolution Soccer 2011,2010-10-20,Xbox 360,2011
http://www.wikidata.org/entity/Q1318106,Pro Evolution Soccer 2011,2010-10-20,iOS,2011
http://www.wikidata.org/entity/Q1318106,Pro Evolution Soccer 2011,2010-10-20,PlayStation Portable,2011
http://www.wikidata.org/entity/Q1371726,Watch Dogs,2014-05-27,Microsoft Windows,2013
http://www.wikidata.org/entity/Q1371726,Watch Dogs,2014-05-27,PlayStation 3,2013
http://www.wikidata.org/entity/Q1371726,Watch Dogs,2014-05-27,Xbox 360,2013
http://www.wikidata.org/entity/Q1371726,Watch Dogs,2014-05-27,Nintendo Wii U,2013
http://www.wikidata.org/entity/Q1371726,Watch Dogs,2014-05-27,PlayStation 4,2013
http://www.wikidata.org/entity/Q1371726,Watch Dogs,2014-05-27,Xbox One,2013
http://www.wikidata.org/entity/Q1371726,Watch Dogs,2014-11-18,Microsoft Windows,2013
http://www.wikidata.org/entity/Q1371726,Watch Dogs,2014-11-18,PlayStation 3,2013
http://www.wikidata.org/entity/Q1371726,Watch Dogs,2014-11-18,Xbox 360,2013
http://www.wikidata.org/entity/Q1371726,Watch Dogs,2014-11-18,Nintendo Wii U,2013
http://www.wikidata.org/entity/Q1371726,Watch Dogs,2014-11-18,PlayStation 4,2013
http://www.wikidata.org/entity/Q1371726,Watch Dogs,2014-11-18,Xbox One,2013
http://www.wikidata.org/entity/Q1371726,Watch Dogs,2014-11-21,Microsoft Windows,2013
http://www.wikidata.org/entity/Q1371726,Watch Dogs,2014-11-21,PlayStation 3,2013
http://www.wikidata.org/entity/Q1371726,Watch Dogs,2014-11-21,Xbox 360,2013
http://www.wikidata.org/entity/Q1371726,Watch Dogs,2014-11-21,Nintendo Wii U,2013
http://www.wikidata.org/entity/Q1371726,Watch Dogs,2014-11-21,PlayStation 4,2013
http://www.wikidata.org/entity/Q1371726,Watch Dogs,2014-11-21,Xbox One,2013
http://www.wikidata.org/entity/Q1371726,Watch Dogs,2014-12-04,Microsoft Windows,2013
http://www.wikidata.org/entity/Q1371726,Watch Dogs,2014-12-04,PlayStation 3,2013
http://www.wikidata.org/entity/Q1371726,Watch Dogs,2014-12-04,Xbox 360,2013
http://www.wikidata.org/entity/Q1371726,Watch Dogs,2014-12-04,Nintendo Wii U,2013
http://www.wikidata.org/entity/Q1371726,Watch Dogs,2014-12-04,PlayStation 4,2013
http://www.wikidata.org/entity/Q1371726,Watch Dogs,2014-12-04,Xbox One,2013
http://www.wikidata.org/entity/Q1441569,Pro Evolution Soccer 2009,2008-10-17,Microsoft Windows,2009
http://www.wikidata.org/entity/Q1441569,Pro Evolution Soccer 2009,2008-10-17,Wii,2009
http://www.wikidata.org/entity/Q1441569,Pro Evolution Soccer 2009,2008-10-17,PlayStation 2,2009
http://www.wikidata.org/entity/Q1441569,Pro Evolution Soccer 2009,2008-10-17,PlayStation 3,2009
http://www.wikidata.org/entity/Q1441569,Pro Evolution Soccer 2009,2008-10-17,Xbox 360,2009
http://www.wikidata.org/entity/Q1441569,Pro Evolution Soccer 2009,2008-10-17,PlayStation Portable,2009
http://www.wikidata.org/entity/Q1453395,NBA 2K9,2008-10-10,Microsoft Windows,2009
http://www.wikidata.org/entity/Q1453395,NBA 2K9,2008-10-10,PlayStation 2,2009
http://www.wikidata.org/entity/Q1453395,NBA 2K9,2008-10-10,PlayStation 3,2009
http://www.wikidata.org/entity/Q1453395,NBA 2K9,2008-10-10,Xbox 360,2009
http://www.wikidata.org/entity/Q1684851,NBA 2K11,2010-10-05,Microsoft Windows,2011
http://www.wikidata.org/entity/Q1684851,NBA 2K11,2010-10-05,Wii,2011
http://www.wikidata.org/entity/Q1684851,NBA 2K11,2010-10-05,PlayStation 2,2011
http://www.wikidata.org/entity/Q1684851,NBA 2K11,2010-10-05,PlayStation 3,2011
http://www.wikidata.org/entity/Q1684851,NBA 2K11,2010-10-05,Xbox 360,2011
http://www.wikidata.org/entity/Q1684851,NBA 2K11,2010-10-05,PlayStation Portable,2011
http://www.wikidata.org/entity/Q1801455,Saints Row: The Third,2011-11-15,Linux,2011
http://www.wikidata.org/entity/Q1801455,Saints Row: The Third,2011-11-15,Linux,2014
http://www.wikidata.org/entity/Q1801455,Saints Row: The Third,2011-11-15,Microsoft Windows,2011
http://www.wikidata.org/entity/Q1801455,Saints Row: The Third,2011-11-15,Microsoft Windows,2014
http://www.wikidata.org/entity/Q1801455,Saints Row: The Third,2011-11-15,PlayStation 3,2011
http://www.wikidata.org/entity/Q1801455,Saints Row: The Third,2011-11-15,PlayStation 3,2014
http://www.wikidata.org/entity/Q1801455,Saints Row: The Third,2011-11-15,Xbox 360,2011
http://www.wikidata.org/entity/Q1801455,Saints Row: The Third,2011-11-15,Xbox 360,2014
http://www.wikidata.org/entity/Q1801455,Saints Row: The Third,2011-11-15,Nintendo Switch,2011
http://www.wikidata.org/entity/Q1801455,Saints Row: The Third,2011-11-15,Nintendo Switch,2014
http://www.wikidata.org/entity/Q1986744,The Last of Us,2013-06-14,PlayStation 3,2013
http://www.wikidata.org/entity/Q1986744,The Last of Us,2013-06-14,PlayStation 4,2013
http://www.wikidata.org/entity/Q1986744,The Last of Us,2014-07-29,PlayStation 3,2013
http://www.wikidata.org/entity/Q1986744,The Last of Us,2014-07-29,PlayStation 4,2013
http://www.wikidata.org/entity/Q1986744,The Last of Us,2014-07-30,PlayStation 3,2013
http://www.wikidata.org/entity/Q1986744,The Last of Us,2014-07-30,PlayStation 4,2013
http://www.wikidata.org/entity/Q1986744,The Last of Us,2014-08-01,PlayStation 3,2013
http://www.wikidata.org/entity/Q1986744,The Last of Us,2014-08-01,PlayStation 4,2013
http://www.wikidata.org/entity/Q1987250,Pro Evolution Soccer 2013,2012-09-20,Android,2013
http://www.wikidata.org/entity/Q1987250,Pro Evolution Soccer 2013,2012-09-20,Microsoft Windows,2013
http://www.wikidata.org/entity/Q1987250,Pro Evolution Soccer 2013,2012-09-20,Wii,2013
http://www.wikidata.org/entity/Q1987250,Pro Evolution Soccer 2013,2012-09-20,PlayStation 2,2013
http://www.wikidata.org/entity/Q1987250,Pro Evolution Soccer 2013,2012-09-20,PlayStation 3,2013
http://www.wikidata.org/entity/Q1987250,Pro Evolution Soccer 2013,2012-09-20,Xbox 360,2013
http://www.wikidata.org/entity/Q1987250,Pro Evolution Soccer 2013,2012-09-20,iOS,2013
http://www.wikidata.org/entity/Q1987250,Pro Evolution Soccer 2013,2012-09-20,PlayStation Portable,2013
http://www.wikidata.org/entity/Q1997094,Pro Evolution Soccer 2011 3D,2011-02-26,Nintendo 3DS,2011
http://www.wikidata.org/entity/Q2006628,Saints Row 2,2008-05-29,Linux,2009
http://www.wikidata.org/entity/Q2006628,Saints Row 2,2008-05-29,Linux,2013
http://www.wikidata.org/entity/Q2006628,Saints Row 2,2008-05-29,Microsoft Windows,2009
http://www.wikidata.org/entity/Q2006628,Saints Row 2,2008-05-29,Microsoft Windows,2013
http://www.wikidata.org/entity/Q2006628,Saints Row 2,2008-05-29,PlayStation 3,2009
http://www.wikidata.org/entity/Q2006628,Saints Row 2,2008-05-29,PlayStation 3,2013
http://www.wikidata.org/entity/Q2006628,Saints Row 2,2008-05-29,Xbox 360,2009
http://www.wikidata.org/entity/Q2006628,Saints Row 2,2008-05-29,Xbox 360,2013
http://www.wikidata.org/entity/Q2447000,NHL 09,2008-09-10,Microsoft Windows,2009
http://www.wikidata.org/entity/Q2447000,NHL 09,2008-09-10,PlayStation 2,2009
